"","date","company","country","city","role","current_or_former","employment_status","employment_length","recommend","outlook","approve_ceo","score_overall","score_career_opp","score_comp_and_benefits","score_culture_and_values","score_senior_mgmt","score_work_life_balance","pros","cons","advice_to_management"
"5181",2013-10-07,"Nielsen","US","Oldsmar, FL "," Call Center","Former  ","Full-time","More than a year","Yes","Neutral","Neutral",3,4,3,2,2,4,"flexible working hours, room for growth","to many Indians and not enough chiefs. the right hand doesn't know what the left hand is doing. very frustrating!","need better communication and better management structure."
"5182",2013-10-26,"Nielsen","US","Phoenix, AZ "," Field Ops","Former  ","Full-time","More than 10 years","No","Neutral","No",1,1,3,2,3,2,"Pay is ok bonuses are good","Reducing staffing US. Moving to low tech. 2/3 of workforce laid off in last 5 years","Value your people,"
"5183",2013-09-25,"Nielsen","Venezuela","Caracas, Capital District "," Client Service Executive","Current  ","Full-time","More than 3 years","Yes","Neutral","Neutral",4,4,3,4,4,4,"Young coworkers made the environment great.
Management open to listen and innovate
great learning experience as a client service trainee
great experience in dealing with clients, getting to know them and understand their needs","Company is going thru global changes which are not clear bellow high management level. This creates insecurity in other departments and creates conflicts.
Rotation is high making it hard to keep track of information of keeping clients happy.","Be clearer about changes
Control rotation"
"5184",2013-10-21,"Nielsen","US","New York, NY "," Operations","Former  ","Full-time","More than 3 years","No","Negative","Neutral",1,1,1,1,1,3,"Work life balance (some have it better than others), made lasting work relationships with Account Management and Client Service in the NYC office.","- Operations focused on the TCS relationship, hiring more people at less value to compensate for unwillingness to hire talent in the US
- No talent retention, you have to threaten to leave before they will even consider compensating employees at market rate.
- Compensation is far below market rate. Any attempts to prove your worth are met with either false promises that a raise is coming or ""there's nothing we …  can do at this time"". Depends on the time of year. Merit increases are less than 1%, for Top Performers. Let me repeat. Less than 1% for Top Performers.
- Job security is nonexistent. At any moment, senior management could decide to move everything overseas and you'd be left forced to train your replacements.
- The ""subtle"" attempt to move US based talent to Oldsmar, FL and the closing of offices around the country.
- Simple, open and integrated is laughable as values at Nielsen. Simple - senior management throws roadblocks for changes that will actually fix the problem, to focus on one small piece of the pie some other senior manager in another dept complained about. Open - I've never been in a less transparent department. Everything happens behind closed doors and senior operations team members are not brought into provide recommendations. Senior management simply makes the decision and tell the team how it is. Thus alienating an entire team in no time. Integrated - the segregation and blame-game among Operations and Account Management is atrocious. Everyone blames Operations, and the senior management allows or encourages it to happen.
- Culture is nonexistent and the attempt to change it is a joke. Taking the team to an off-work ""go-carting"" event and calling it a culture change is childish and ineffective. Respect and recognize your employees. Compensate properly. Stop making their lives harder by inducing process changes that make no sense and expect them to take on more workload. Especially when you bring in new management that has no concept of what the team does, you have to double your effort. Not sit back and expect the team to dole out unwarrented respect for management.
- Inconsistent workload, some team members work 10+ hours per day, and some less than 8. Management does not know how to assess the potential capacity for the team, and overloads the ""good"" ones while taking away or not new assigning workload to the ""junior"" members.Show More","Stop focusing on inefficient processes, and focus on your culture and people. Stop hiring outside people over highly qualified and high performers within the company and department. Stop allowing senior management to dictate new process just because someone complained that somethings not working fast enough. Focus on longer term solutions that will be the ultimate fix and not on bandaid solutions that cause more …  confusion and frustration among those ultimately doing the work. Pay attention to the company's values and maybe consider representing them in your everyday decision making. Compensate your talent properly. Bring back the human element and respect those doing the work.Show More"
"5185",2013-09-23,"Nielsen","India","Mumbai "," Executive Director","Former  ","Full-time","More than 3 years","Yes","Positive","Yes",5,5,5,5,5,5,"Great open culture and opportunities","Resources need to be enhanced","Increase resources"
"5186",2013-09-15,"Nielsen","Chile","Santiago "," Account Manager","Former  ","Full-time","More than 5 years","Yes","Negative","Neutral",4,2,2,5,1,1,"Excellent work ambience
Opportunities to learn of several FMCG categories
Easy access to management within the company
Flexibility","Few chances to move upwards
Sales objectives not aligned with market reality
Low salaries, bonuses hard to get
Severe rotation of Client Service
Development of Client Service depends solely on Account Manager","Raise visibility of Chile employees; adjust base salaries; get to know junior employees; coaching"
"5187",2013-09-27,"Nielsen","US","Oldsmar, FL "," Anonymous ","Current  ","Full-time","More than 3 years","No","Negative","No",2,3,1,1,1,2,"-Pretty decent people to work with.

-Free food and activities available every so often.

-Great place to get valuable experience that will open doors elsewhere.

In addition I did see a great amount of people move up to managerial and positions within other departments that were considered ""higher tier."" For comparison purposes my department was a lower level one inundated with college graduates …  who were destined for greater roles in the first place. That being said I'm sure that if one starts higher up on totem pole they may not be able to move up as quickly.Show More","-Micromanaging, micromanaging, micromanaging; management treats you like a child incapable of doing your own work when they themselves do not have the slightest clue.

-Sometimes long hours but a culture of punishment if you reach overtime.

-Severely under qualified middle management that relies on their direct reports to do the work for them but at the end of the day there is no benefit for the lower …  level employee to do such work.

-Benefits package leaves much to be desired.

-Hard to get full time in my department, war of attrition, high turnover rates, working all major holidays.

-Client teams and client are sometimes difficult to work with, lack of communication between teams within the department.

In closing if Nielsen would concern themselves more than the bottom dollar and making such great profits, and if they would stop trying to monopolize (acquisition of Arbitron for example) maybe it would be a better place to work for the lower hierarchy of employees.Show More","Have some knowledge of the work that is being done at the lower levels on a daily basis. Reward your employees for their hard work and hire competent middle managers (at least in my department)."
"5188",2013-09-18,"Nielsen","US","Cincinnati, OH "," Anonymous ","Current  ","Full-time","More than 3 years","No","Negative","Yes",3,5,4,3,3,1,"Flexiable work schedule, high opportunity for advancement, amazing coworkers","The work/life balance at Nielsen is awful.","Since I have been at Nielsen, mostly people that sacrifice their personal life are primarily recognized and rewarded. Seeking to single out people who aren't immediately returning to work after having a baby or sacrificing part of their honeymoon to get back to work would tell people that life outside of work is important."
"5189",2013-09-20,"Nielsen","US","Schaumburg, IL "," Software Developer","Current  ","Full-time",NA,"No","Neutral","Neutral",2,1,2,3,2,2,"- There is interesting work here...somewhere. It is just hard to get at it.
- Very flexible work arrangements. Working from home part of the time is very common.","- Promotion/review process is a joke. Crucial to sell yourself and have firm idea of the position you want to move into--if you aren't aggressive about this, then you will get the same review year in year out, and stay at the same position. Turnover means that your manager and his/her manager may have no idea what you were working on 6 months ago. Best way to get a promotion? Make friends with the project manager …  who makes the most noise.
- Contractor ""ownership"" of some areas amounts to a black hole...tell them exactly how to complete a task and maybe they will execute, but no knowledge accumulates, and good luck getting any advice or direction out of that group.
- Hiring process is hit or miss, people hired into 'senior' positions who make no impact and are dead weight.
- There is a good chance that if any system has been in production for more than 2 years, than there is no one left in the company who understands it.
- Project timelines are sheer fiction. Be wary of putting an firm estimate out there -- your PM will shred it by staffing with weak contractors and one-off projects that are expected to just be absorbed without impacting timelines.
- Weekend work is ""normal"". There will be no shame from management about asking for it and no apology for it.Show More","You can't retain talent if you don't know how to recognize it."
"5190",2013-09-10,"Nielsen","Brazil","São Paulo, São Paulo "," Executive Level Position As Manager, Head, Director","Former  ","Full-time","More than 10 years","Yes","Neutral","Neutral",4,3,4,4,3,4,"Presents great opportunities to improve knowledge. Demands, all the time, a personal development and provide support of it. Provides a good environment, and is possible keep a good balance between work and personal life.","In this specific moment I couldn't find, a good opportunity in commercial area, considering my profile and level of experience (senior).",NA
"5191",2013-09-18,"Nielsen",NA,NA," Manager","Former  ","Full-time","More than 10 years","No","Neutral","No",2,3,3,2,1,2,"The people...co-workers are great. You see a side of the general public you never would believe exists. Sometimes work-life balance works for you...but it depends on what you mean by balance.","Nielsen was sold several times while I worked for the company. I loved my job. With each buyout Nielsen changed from the company that I loved to this place that cut and cut and cut, laying more and more responsibility on the employees that remained. It hasn't stopped. The reps and office people that work for the company love their jobs but there's no job security. You're always in fear of losing your job. Cuts have …  happen days before Christmas.... Just an overall lack of respect for the job the employee does. It's sad. You're subject to magical thinking... ""It's your fault if the HH doesn't perform. HH sick, someone's past away? That's okay...they'll still wanna let you in to fix our equipment!""Show More","Everyone needs and wants their jobs but everyone has a breaking point. It's just unfair to keep dumping more work and cutting employees and limiting the hours that everything needs to be done. As far as a work/life balance? You could finish early on Friday but end up trying to gather equipment until 10 or 11 pm on a Sunday... Learn to appreciate your employees. All the cuts and lay offs aren't fair. Rather than …  invest in the employees you have you'd rather hire and fire within a year doesn't make sense.Show More"
"5192",2013-09-05,"Nielsen",NA,NA," Anonymous ","Current  ","Full-time",NA,"Yes","Positive","Yes",4,4,3,5,3,5,"Work-Life Balance, people, industry tools","pay, location, advancement opportunities, and downsizing",NA
"5193",2013-09-13,"Nielsen","US","Chicago, IL "," Project Analyst","Former  ","Full-time","More than 3 years","No","Neutral","Neutral",3,3,2,2,3,2,"Data for analytics is the best","Understaffed, always multitasking on multiple projects with less resources than needed","Hire more people, increase salaries to keep talent and grow business"
"5194",2013-09-18,"Nielsen","India","Mumbai "," Senior Analyst","Current  ","Full-time","More than a year","Yes","Positive","Neutral",3,3,3,4,4,1,"Good Culture
Lots of learning
Top Clients to work with from whom you learn a lot
Global transfers as well!","Care more about clients than employees hence high attrition rates
Very poor intra-departmental transfers
Pay is lower than other market players
No work-life balance","Top Management is doing a good job!"
"5195",2013-09-14,"Nielsen",NA,NA," Field Technician","Current  ","Full-time","More than 10 years","No","Positive","No",2,3,3,2,2,2,"Somewhat independent work schedules, company car, benefits OK","Corporate mentality pervades this company, middle management especially inept as regards people skills, fear and intimidation used often as motivators, salary is not equal to work/stress load","People make up this company, not numbers. Make it possible for employees to actually care about the future growth of the company instead of just fearing for their job safety."
"5196",2013-09-13,"Nielsen","US","Ithaca, NY "," Programmer","Former  ","Full-time","More than 3 years","No",NA,"No",3,2,3,2,2,3,"twenty word minimum twenty word minimum twenty word minimum twenty word minimum twenty word minimum twenty word minimum twenty word minimum","We were a small company absorbed by Nielsen and everything went to pot once we were bought.",NA
"5197",2013-09-10,"Nielsen","US","Oldsmar, FL "," Bilingual Ad Writer","Former  ","Full-time","Less than a year","No","Neutral","Neutral",2,1,1,1,1,1,"Cafeteria has a nice variety of food and great theme lunches. Plenty of parking.","Performance reviews are very subjective and unfair. Not everyone writes the same and upper management is quick to let go of employees without giving them a chance to improve. Large work area, very noisy with no privacy at all. I felt like I was working in a room with phone operators for the U.N. Administrative staff talks down to people and are complacent when it comes to handling issues that affect you.","Never assume your staff is properly trained. Change your methodology of determining whether or not an employee is meeting your satisfactory requirements. Respect mature employees, just because the majority of the staff is comprised of young people don't overlook the treasure you have with those who have more experience. Also try to communicate with your team face to face instead of just using email or instant …  messaging.Show More"
"5198",2013-09-14,"Nielsen",NA,NA," Anonymous ","Current  ",NA,NA,"Yes",NA,NA,3,4,3,4,3,2,"- lots of learning
-different and interesting research projects","- more guidance from senior management required
- no work-life balance",NA
"5199",2013-08-28,"Nielsen",NA,NA," Anonymous ","Current  ","Full-time",NA,"Yes","Positive","Yes",5,5,4,5,3,4,"- Leader globally in the industry
- Learn a lot and work with top global organizations
- Great place to start career and advance quickly
- Nice mix of client consulting challenges, yet ability to have work/life balance","- Non-client facing roles could use talent upgrade. Their incentives often not linked to success of company and clients, with little accountability to those who service clients.
- Too many middle & senior managers have limited knowledge about the details of their respective businesses, which sometimes lead to bad decisions.",NA
"5200",2013-09-12,"Nielsen","Australia","Sydney "," Client Service Manager","Current  ","Full-time","More than a year","No","Negative","Yes",2,3,1,3,2,2,"Can learn a lot
Opportunity to move across different research areas
Opportunity to move internationally","Payrises are very small (less than 4% even for very strong performance)
Many of those who have stayed at Nielsen a long time do very poor quality work, and have simply rusted on to the business.
Will be pushed to give up work/life balance to compensate for poor performers / systems, but this will not be rewarded. Not uncommon to be in the office after 8.
Suck ups to upper management are rewarded with …  promotions despite being incompetent. See HR department.Show More","Stop rewarding bad behavior (suck up and threats)"
"5201",2013-08-29,"Nielsen","India","Vadodara "," Senior Analyst","Current  ","Full-time","Less than a year",NA,NA,NA,4,4,3,5,3,3,"opportunity to rise in the organization is easy, as the competition is less for few departments","sometimes work becomes tedious, as the pressure increase due to timelines","nice to wokr in"
"5202",2013-09-06,"Nielsen","US","Copper Mine, MO "," Membership Representative","Former  ","Full-time","More than 5 years","No",NA,"No",2,1,2,4,1,2,"Company Car, work from home, flexible schedule, Fun to be able to meet nice people in the homes you visit. Always have great stories of the homes that were memorable","Terrible management, will force out employees. Do not promote people who are good in their current position. Make you travel all the time with terrible per diem and long hours.","Grow up"
"5203",2013-09-05,"Nielsen",NA,NA," Anonymous ","Former  ","Full-time","Less than a year","Yes","Positive","Neutral",3,4,3,3,4,3,"It's good place to work with great professionals","turnover is high and things have been changing so fast",NA
"5204",2013-08-19,"Nielsen","US","Tampa, FL "," Senior Project Manager","Current  ","Full-time","More than 3 years","Yes","Neutral","Yes",4,4,4,4,3,3,"At Nielsen there is opportunity for career movement, relaxed office culture, good locations and travel opportunities, interesting industry and field","Like with other companies, lots of politics, turnover rate seems high and there are only a handful of subject matter experts in any given area, everyone is stretched too thin over too many projects","help employees prioritize, do not spend excessively when the company is experiencing cuts"
"5205",2013-09-04,"Nielsen","US","New York, NY "," Operations Manager","Former  ","Full-time","More than a year","No","Neutral","Neutral",2,3,2,3,2,2,"Big name to have on your resume and help with future endeavors","Slow and corporate, you will spend 30% of your time on ""task forces"" unrelated to your job and working on performance reviews","Less focus on process, more on actually getting good work out the door."
"5206",2013-08-29,"Nielsen","US","Chicago, IL "," Membership Representative","Current  ","Full-time","Less than a year","No","Negative","No",2,1,3,1,1,2,"-Work from home
-car is provided
-gas card","- your success depends on your territory and manger
- targets are high and very difficult to reach
- for the amount of work you do pay is NOT enough
- success depends on homes wanting to participate","Learn how to value employees and have realistic expectations"
"5207",2013-09-18,"Nielsen","US","Oldsmar, FL "," Software Developer","Current  ","Full-time","More than 10 years","No","Neutral","No",1,1,3,1,1,2,"It's a very interesting business. The pay scale is average to Ok. Management has laid-off most of the unattractive people and replaced them with younger, cheaper, more attractive people (I know this sounds like a rant but it's bizarrely true). The company is big enough that it survived the leveraged buyout.","Dilbert in action. Nielsen is in a continuous layoff mode (US employees only) while TCS effectively runs the IT department (since they can't be fired). If you are considering a job in the IT department, RUN, don't walk away.","Management knows exactly what they are doing."
"5208",2013-08-16,"Nielsen","China","Shanghai, Shanghai "," Anonymous ","Former  ","Full-time","More than 3 years","Yes","Neutral","No",4,4,2,3,3,2,"Great learning place, concrete training, clear career path, very nice colleagues and good clients","Too big to make changes fast, pay rise can be a joke.","Cost cutting is not going to lead you anywhere. Better change the HR team - totally incompetent."
"5209",2013-08-09,"Nielsen","US","Green Bay, WI "," Senior Program Manager","Current  ","Full-time","More than a year","Yes","Positive","Yes",5,4,4,4,4,4,"I love the diversity of the company. Inter departmental mingling is encouraged and cross collaboration is rewarded.","There are no real cons that I can think of",NA
"5210",2013-08-29,"Nielsen",NA,NA," Software Engineer","Former  ","Full-time","More than a year","No","Neutral","No",2,2,2,2,1,3,"It's a well-known company name.","Even though their business depends very much on technology, Software Engineers are just seen as a cost. They just want to outsource everything they can to contractors in India. And since they have a ""lowest-rated 10% gets fired"" policy people will try to keep information from you and stab you on the back if they can to make sure they stay ahead. I stayed for a year and a half and left once I realized there was no …  point in staying any longer.Show More","I+D and Software are important in this kind of business. If you just go for the lowest cost in this area you are doomed to failure."
"5211",2013-08-22,"Nielsen","Singapore","Singapore"," Executive, Consumser Research","Current  ","Full-time","More than a year","No","Neutral","Neutral",3,3,1,3,2,3,"Flexible working arrangment, open and helpful colleagues, opportunity with work with large FMCG clients, good variety of studies to handle","Volatile working hours (due to staff shortage due to consistent high turnover), most time spend on business developement / client facing and not doing analysis ; insufficien training / career development for existing staff, turnover rate is high and new hired is not well-trained take on project.
internal processes is tedious & a lot of bureaucracy,","manage the high turnover and either 1) hired/training more people in anticipating the old staff leaving 2) compensate current employee according to the effort 3) promote internally instead of hiring new management team who are not familar with the company processes 4) do not just focusing on top 20%/ high performer in org, please engage with the other 80& who oversee day to day supports"
"5212",2013-08-28,"Nielsen",NA,NA," Project Manager","Current  ","Full-time","More than 3 years","Yes","Positive","Yes",3,3,1,5,3,2,"Opportunities to contribute on great projects across the globe for top clients","The renumeration for middle management is stagnant","You can do better in the future"
"5213",2013-08-25,"Nielsen","US","Chicago, IL "," Manager","Current  ","Full-time","More than a year","No","Neutral","Neutral",2,2,2,2,2,1,"There is a lot that you can learn and a good experience. Location is good","work overtime all the time, no life/work balance. poor management. Poor IT system","Should have a fair promotion process and organized management system."
"5214",2013-08-11,"Nielsen",NA,NA," Market Analyst","Current  ","Full-time","More than 5 years","Yes","Neutral","Neutral",4,3,3,5,2,5,"Great atmosphere, that fosters diversity, learning, creativity and innovation
Excellent work / life balance","Trouble keeping solutions and products relevant in a digital world.
Struggling to retain talent, as benefits (intangible and tangible) not as competitive compared to other companies in the market research, FMCG and Media industries, as they used to be.","Reposition analytics, add-value approach and consultative practices as the priority to drive growth, instead of focusing on sales"
"5215",2013-08-24,"Nielsen","US","San Francisco, CA "," Analyst","Former  ","Full-time","Less than a year","No","Neutral","Yes",3,3,2,3,3,3,"Opportunity to interface with some of the largest companies in a variety of capacities; ability to travel; breadth of different jobs internally and places to work (throw a dart at a map of the US and you'll likely hit a Nielsen office/FTE).","Feels behind the times; opportunity for innovation is throttled by upper management who appears to have advanced by virtue of their political savvy and client service, versus their analytic chops. For employees in the US, the emphasis is decidedly on the soft skills because much of the heavy lifting is done by folks in India.","The opportunities for Nielsen continue to be huge in the marketing analytics and measurement space; strive to move faster and invest more in people who can keep up."
"5216",2013-08-25,"Nielsen",NA,NA," Anonymous ","Current  ","Full-time","More than 3 years","Yes","Neutral","Yes",3,4,3,4,3,4,"lots of flexibility for working remotely","detachment from larger company strategy",NA
"5217",2013-08-22,"Nielsen","Vietnam","Ho Chi Minh City "," Client Service","Current  ","Full-time","More than a year","Yes","Positive","Neutral",3,4,3,4,4,2,"Nice college, good place to start your career","low bonus and high workload","Need to be better at work load allocation"
"5218",2013-08-02,"Nielsen","India","Kolkata "," Manager","Current  ",NA,"More than 5 years","Yes","Positive","Yes",4,4,3,3,2,3,"Good people,work culture,global exposure,open work culture","top heavy organisation,too much revenue centric.....more bosses less leaders","Be clear on JD...then hire ppl"
"5219",2013-07-29,"Nielsen",NA,NA," Anonymous ","Current  ","Full-time",NA,"Yes","Positive","Neutral",4,3,3,3,4,5,"Let me WFH incase I need to run errands, days when my kids are sick","Just like any other consulting company some days are 24 hour work days...","Dont just try to promote employees with 4 or greater but do look into people and talents"
"5220",2013-07-30,"Nielsen","Russia","Moscow "," IT Manager","Current  ","Full-time","More than 5 years","Yes","Neutral","Neutral",4,4,3,3,4,3,"nice people, international team collaboration, career opportunity, world-class business practices.","average salary, low employees motivation, a lot of burocracy",NA
"5221",2013-07-27,"Nielsen",NA,NA," Anonymous ","Current  ",NA,NA,NA,NA,NA,4,5,5,5,5,5,"IT is an international company, the salary provided is not good at the beginning , but later will be better .","he salary provided is not good at the beginning , need to work overtime, and cannot finish the job required everyday .",NA
"5222",2013-08-13,"Nielsen",NA,NA," Anonymous ","Current  ",NA,NA,NA,NA,"Yes",3,3,3,4,4,4,"Resilient business model, provides good data that gives consumers a voice in the marketplace
Open, young culture generally with good work-life balance
If you speak up, others will listen and help
Good name and top-tier clients for your resume","Technical consulting that is highly routine for the most part--help clients understand data and how to use it, but little in-depth analysis
Client service--clients can be unreasonably demanding at times, and the analyses you do may or may not actually be helpful/used in the ultimate decision making, but you aren't directly involved in making those decisions or making that happen
Mediocre compensation and …  benefits, but largely fair for the work you are asked to doShow More","Doing fine from a macro perspective, but much of the on-the-ground work isn't as value-add as they think it is."
"5223",2013-07-30,"Nielsen","Singapore","Singapore"," Director","Current  ","Full-time","More than 10 years","Yes","Positive","Yes",4,5,4,5,4,3,"great clients, exciting work. A lot of new acquisitions are making Nielsen one of the top market intellignece companies","still has some old baggage which can create hurdles. Need to inculcate a entrepreneurial mindset in everyone","do more of what you are doing"
"5224",2013-07-23,"Nielsen","China","Guangzhou, Guangdong "," Researcher","Former  ","Full-time","More than a year","Yes","Positive","Yes",4,5,3,5,4,3,"To be honest, I learnt lots of thing in Nielsen. Despite the necessary skills of market research, those projects I handled really opened my mind. And the managers were very helpful. Whenever you have concerns or problems on somethings, they would provide professional opinions, as well as their past experience, to me.","A little bit hard to balance my personal life and my work.","The very contributing factor that attract me to the company is the working environment, both of physical office design and the relationship among colleagues. And I think managers should try to maintain this situation. Sometimes, there are people like me who do not only care about salary."
"5225",2013-07-22,"Nielsen","Vietnam","Ho Chi Minh City "," Client Service Executive","Current  ","Full-time","More than a year","Yes","Positive","Neutral",4,3,2,5,4,1,"best environment to leanr n grow : dynamic, creative!","high workload - hard to have work life balance",NA
"5226",2013-07-18,"Nielsen","US","Oldsmar, FL "," Anonymous ","Current  ","Full-time","More than 3 years","Yes","Neutral","Yes",4,4,4,3,4,2,"Get to work with super-intelligent, passionate people who are doing really interesting things. When you are in a period of your life where you can working all day and night, this is a great place to grow fast.","Poor work-life balance. Hard to keep up if you can't work 14-hour days on a regular basis.","Need to focus more on revenue growth than cost-cutting. Having too few, over-worked employees does not allow them to focus on the ideas, development, and value added work that clients are willing to pay for."
"5227",2013-07-27,"Nielsen","Thailand","Bangkok "," Analyst","Current  ","Full-time","More than a year","Yes","Neutral","Neutral",2,3,3,2,1,1,"When you are in a period of your life where you can working all day and night, this is a great place to grow fast.","Hard to keep up if you can't work 60 to 80 hour work weeks","Need to allow for a more balanced work environment and scheduling. Having too few, over-worked employees does not allow them to focus on the ideas, development, and value added work that clients are willing to pay for."
"5228",2013-07-11,"Nielsen","India","Bengaluru "," Senior Executive","Current  ","Full-time","Less than a year","Yes",NA,"Yes",4,5,4,5,4,4,"Employee Friendly. Very transperant culture.","Nothing to say.. Because people are perfect..","They are the best. so required no advices"
"5229",2013-07-10,"Nielsen","US","Tulsa, OK "," PT Membership Representative","Former  ","Part-time","More than a year","Yes","Positive","Yes",5,5,5,5,5,5,"Nielsen is the best company I have ever worked for. They pay very well, have great benefits and perks, give you freedom in your work, allow flexible work schedules, have constant advancement opportunities, pay great bonuses, have great management. All around, a wonderful place to work!","It's truly difficult to think of any. The only issue I had was with the kinks they were working out for PT Membership Representatives, but that was because PT was a whole new thing for them and they were definitely addressing those issues and improving while I was there.",NA
"5230",2013-07-23,"Nielsen","India","Mumbai "," Research Analyst","Current  ","Full-time","More than a year","No","Neutral","Yes",3,3,3,4,3,4,"Brand of Company is very good. also have good exposure. Plus have maximum clients","Growth Strategy for individual. Salary structure,","create more opportunities"
"5231",2013-07-07,"Nielsen",NA,NA," Senior Executive","Current  ","Full-time","More than 10 years","Yes","Positive","Yes",5,5,5,5,5,5,"cant say about it it is ok","nothing to say about it","none as it is ok"
"5232",2013-07-09,"Nielsen","China","Shanghai, Shanghai "," Analyst","Current  ","Full-time","More than a year",NA,NA,NA,4,4,4,4,4,4,"big company and good salary and good title","but too far away from home","do not like the company policy"
"5233",2013-07-19,"Nielsen",NA,NA," Anonymous ","Former  ",NA,NA,NA,NA,NA,3,4,4,4,4,4,"-Good work environment, people are friendly and helpful.
-Some cool projects.","My specific role on my team was a little mundane. Repetitive server configuration work, not as much programming as I'd expected.",NA
"5234",2013-06-27,"Nielsen","India","Mumbai "," Programmer Analyst","Former  ","Full-time","Less than a year","Yes","Positive","Yes",4,4,4,5,3,3,"Team members are helpful and all have a team spirit which can is good for a professional development.","Management is not proper. The work is not equally distributed which make a burden to single worker and rest have less work.","The work must be equally distributed with the peoples in the organisation. And there should be proper management."
"5235",2013-07-31,"Nielsen","US","New York, NY "," Account Manager","Current  ","Full-time","More than 10 years","No","Negative","No",1,1,3,3,1,2,"um??? it WAS a great place to work until Calhoun and his cronies care more about their own bank accounts","too many to list; no leadership, push to sell; no guidance; office environment is AWFUL","stop laying off people who have knowledge and experience; and off shoring jobs!!!"
"5236",2013-07-08,"Nielsen","US","Cincinnati, OH "," Associate Director","Former  ","Full-time","More than 10 years","No","Neutral","Neutral",3,2,3,2,2,3,"Large company with great resources and good people","focus on cost cutting measures. Leadership has a short-sighted view towards inflating value","Focus on innovation and integration"
"5237",2013-07-05,"Nielsen",NA,NA," Anonymous ","Current  ",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"It is a large company with a good brand name. Might be a good starting ground for a career in marketing.
Great people to work with, most people are pretty friendly.","Working hours are long and people mostly overworked.
Work is not very challenging and can get pretty routine sometimes.",NA
"5238",2013-07-08,"Nielsen","Canada","Toronto, ON "," Data Analyst","Current  ","Full-time","More than 10 years","No","Neutral","Yes",3,3,3,2,3,3,"Challenging environment, good training, etc","Offshoring, a lot of changes in the company",NA
"5239",2013-07-25,"Nielsen","South Africa","Johannesburg "," Senior Executive","Former  ","Full-time","Less than a year","No","Negative","No",1,1,1,1,1,1,"- I met some great people. This applies to the majority. Heads up to these people. Aside from that, terrible. Some are a nasty piece of work though.","Everything
- Low salary
- Incompetent, aggressive, untrained, bullying managers (not all of them though).
- LOTS of politics - managerial discussions are ALWAYS held behind closed doors, making employees very uneasy.
- No training at all.
- Unrealistic expectations. One is expected to complete five projects from day one on the job.
- No work life balance - 12 hour days are expected and are the …  norm.
- Dysfunctional facilities and IT support.
- Overqualified people are hired to do meaningless tasks.Show More","- Respect work life balance.
- Provide appropriate training.
- Respect the individual.
- Stop constantly slandering and threatening employees.
- Do your employees a favour and hire people with the right qualifications for the job. Nielsen is so desperate for employees that people in disciplines (such as physics or economics) are hired. If you pass the ""analytics"" test, you are pretty much …  hired.

To prospective employees, please, stay away. I wasted a chunk of my life and learnt nothing.Show More"
"5240",2013-07-18,"Nielsen",NA,NA," OUTSIDE SALES","Current  ","Full-time","More than 3 years","No","Positive","No",1,1,2,1,1,1,"If you are starving its a job","be warned!!!!
They will lie about everything to get you in the company.
Then you find yourself working with out dated equipment that does not work.
You will be working 60+ hours to make their ridiculas numbers.
You gain 0 experience that will help you in other industries and the average employee will not even make 2 years. They burn you out and then toss you aside.",NA
"5241",2013-07-18,"Nielsen","US","Schaumburg, IL "," Anonymous ","Current  ","Full-time","Less than a year","No","Negative","No",1,1,3,1,1,1,"WFH sometimes. Nothing else comes to mind.","Very chaotic style of work. Extreme offshoring with cheap inexperienced people. 7-Eleven style work environment. You're expected to work 24 / 7 with no appreciation of any kind. Most experienced people have left or leaving. The only people who stay are those who can not get a position in another company. This is the only company I've seen where employees quitting after weeks or months of their start date is regular …  and normal.Show More","Going cheap to the extreme might make more money in the very short run. In the long run however, you're just destroying the whole company."
"5242",2013-06-27,"Nielsen",NA,NA," Anonymous ","Current  ","Full-time","More than 5 years","Yes","Neutral","Yes",3,3,3,5,2,2,"Dominant in their space, competitive threats are mostly few and far between. Great culture and atmosphere. You will love your coworkers. Very good for younger entry level hires. Creates in-roads with clients that use our data presenting good opportunities to leave the company down the road. Good CEO who has a vision and is well respected. Good job security as the company will only hire for need, so risk of layoffs …  is low.Show More","HR is mostly terrible and moving within the company at low-mid level positions is a nightmare. The company is still trying to figure out how to be a publicly traded company which creates a lot financial hoops for associates to deal with and the system is littered with inefficiencies. Much of senior leadership lacks thought leadership and merely follows the lead of their superior in classic company man/woman form. …  Most teams are consistently understaffed or lacking the desired experience needed which can often result in long hours to deliver as needed.Show More","Actions speak louder than words. People are more impressed with results than a good line or slogan. For example saying you want to be an ""Academy Company"" is the equivalent to a mid-level college saying they want to be Ivy league. People will roll their eyes at you until you actually do it and show you've done it. Empower your people to go against the grain, stop training and promoting people to walk, talk, and act …  the exact same. Your smartest people are the ones that don't immediately buy what you're selling, don't make them afraid to speak up. Hire for growth and make your teams accountable for it. Hiring for need and burning out your associates is not the best long term strategy and only benefits short term financials. Hiring for growth allows you to invest in your company and in your people. Finally a near full reboot is needed in the HR department, internal recruitment is not good to say the least.Show More"
